prev_comm,prio,timeslice
cosmic-comp,120,69914
surface-eDP-1,120,255158
cosmic-com:cs0,120,51058
kworker/u96:3,120,30748
surface-eDP-1,120,40187
cosmic-com:cs0,120,44956
kworker/u96:3,120,17293
surface-eDP-1,120,53994
kworker/u96:3,120,10881
cosmic-com:cs0,120,34075
kworker/u96:3,120,9899
cosmic-comp,120,10760
surface-eDP-1,120,22573
VizCompositorTh,120,17263
cosmic-com:cs0,120,24397
surface-eDP-1,120,19277
kworker/u96:3,120,12874
cosmic-com:cs0,120,22152
kworker/u96:3,120,4809
surface-eDP-1,120,16512
kworker/u96:3,120,2094
surface-HDMI-A-,120,503374
kworker/u96:3,120,4218
surface-eDP-1,120,14157
kworker/u96:3,120,8196
kworker/u96:3,120,1573
cosmic-com:cs0,120,68241
surface-eDP-1,120,17193
surface-HDMI-A-,120,32823
kworker/u96:3,120,5691
surface-eDP-1,120,11732
kworker/u96:3,120,1243
cosmic-com:cs0,120,58552
surface-eDP-1,120,13135
cosmic-com:cs0,120,14668
kworker/u96:3,120,5280
surface-HDMI-A-,120,42291
surface-eDP-1,120,17934
cosmic-com:cs0,120,41329
surface-eDP-1,120,15921
surface-HDMI-A-,120,38564
surface-eDP-1,120,15680
cosmic-com:cs0,120,59334
surface-HDMI-A-,120,36049
cosmic-com:cs0,120,29837
surface-eDP-1,120,82287
surface-HDMI-A-,120,36069
cosmic-com:cs0,120,44826
surface-eDP-1,120,59665
surface-HDMI-A-,120,36860
cosmic-com:cs0,120,26160
kworker/u96:3,120,10119
kworker/u98:2,120,37151
surface-HDMI-A-,120,22272
cosmic-com:cs0,120,22323
surface-HDMI-A-,120,25840
kworker/u96:3,120,5050
cosmic-com:cs0,120,24807
surface-HDMI-A-,120,23475
kworker/u96:3,120,10340
cosmic-com:cs0,120,23174
surface-HDMI-A-,120,24878
cosmic-com:cs0,120,22523
kworker/u96:3,120,4809
surface-HDMI-A-,120,32362
cosmic-com:cs0,120,24307
kworker/u96:3,120,9178
kworker/u96:3,120,11001
kworker/u97:0,120,15189
surface-HDMI-A-,120,141481
kworker/u96:3,120,7355
cosmic-comp,120,83690
surface-HDMI-A-,120,4559
surface-eDP-1,120,7775
kworker/u96:3,120,7764
kworker/u96:3,120,5130
kworker/u98:2,120,119749
kworker/u96:3,120,4819
kworker/u96:3,120,5500
kworker/u96:3,120,5440
kworker/u96:3,120,5471
kworker/u96:3,120,2916
kworker/u96:3,120,1963
kworker/u97:0,120,152162
cosmic-comp,120,94962
surface-HDMI-A-,120,9469
surface-eDP-1,120,13505
cosmic-panel,120,223017
kworker/u98:2,120,7084
cosmic-comp,120,22944
surface-HDMI-A-,120,10249
surface-eDP-1,120,35378
surface-eDP-1,120,251972
cosmic-com:cs0,120,39646
surface-eDP-1,120,19637
kworker/u96:3,120,29827
cosmic-com:cs0,120,23685
kworker/u96:3,120,6523
surface-eDP-1,120,22513
cosmic-com:cs0,120,20840
surface-eDP-1,120,17113
kworker/u96:3,120,4448
cosmic-com:cs0,120,21321
surface-eDP-1,120,19757
cosmic-com:cs0,120,20038
kworker/u96:3,120,13196
surface-eDP-1,120,21531
kworker/u96:3,120,7514
cosmic-com:cs0,120,20159
surface-eDP-1,120,22052
cosmic-com:cs0,120,27192
kworker/u96:3,120,17954
surface-eDP-1,120,19788
cosmic-com:cs0,120,26681
surface-eDP-1,120,18475
cosmic-com:cs0,120,20480
surface-eDP-1,120,16602
kworker/u96:3,120,14437
cosmic-com:cs0,120,15300
surface-eDP-1,120,14909
cosmic-com:cs0,120,18585
surface-eDP-1,120,14658
cosmic-com:cs0,120,16231
surface-eDP-1,120,23925
cosmic-com:cs0,120,21020
surface-eDP-1,120,56468
cosmic-com:cs0,120,17905
surface-eDP-1,120,46118
kworker/u98:2,120,43774
kworker/u96:3,120,13716
kworker/u96:3,120,9939
kworker/u96:3,120,5039
kworker/u96:3,120,6112
kworker/u96:3,120,4739
kworker/u96:3,120,5110
kworker/u98:2,120,99180
ksoftirqd/16,120,9959
kworker/16:2,120,24838
cosmic-comp,120,161299
surface-eDP-1,120,10039
surface-HDMI-A-,120,9228
WebRTC_Signalin,120,143545
chromium,120,156970
WebRTC_W_and_N,120,15700
kworker/u98:2,120,11392
cosmic-comp,120,21902
surface-HDMI-A-,120,14608
surface-eDP-1,120,30018
surface-eDP-1,120,227375
cosmic-com:cs0,120,48112
kworker/u96:3,120,29807
surface-eDP-1,120,40067
cosmic-com:cs0,120,42822
kworker/u96:3,120,14328
surface-eDP-1,120,44396
kworker/u96:3,120,7524
cosmic-com:cs0,120,37341
kworker/u96:3,120,9588
surface-eDP-1,120,18024
cosmic-com:cs0,120,22824
surface-eDP-1,120,19888
kworker/u96:3,120,14318
cosmic-com:cs0,120,42090
kworker/u96:3,120,9177
surface-eDP-1,120,19678
cosmic-com:cs0,120,23866
surface-eDP-1,120,20960
kworker/u96:3,120,14317
cosmic-com:cs0,120,19687
kworker/u96:3,120,5361
surface-eDP-1,120,16642
cosmic-com:cs0,120,21631
kworker/u96:3,120,4518
surface-eDP-1,120,22593
kworker/u96:3,120,10349
cosmic-com:cs0,120,21351
kworker/u96:3,120,1774
surface-eDP-1,120,16642
cosmic-com:cs0,120,19517
surface-eDP-1,120,13937
cosmic-com:cs0,120,16782
surface-eDP-1,120,14618
cosmic-com:cs0,120,16301
surface-eDP-1,120,15199
cosmic-com:cs0,120,17714
surface-eDP-1,120,52521
cosmic-com:cs0,120,22262
surface-eDP-1,120,43513
kworker/u96:3,120,9618
kworker/u98:2,120,13907
kworker/u96:3,120,7996
kworker/u96:3,120,5019
kworker/u96:3,120,5300
kworker/u96:3,120,4579
kworker/u96:3,120,2214
kworker/u98:2,120,99901
kworker/u97:0,120,10991
cosmic-comp,120,21251
surface-eDP-1,120,7164
cosmic-comp,120,52471
cosmic-comp,120,16231
surface-eDP-1,120,6894
surface-HDMI-A-,120,251592
cosmic-com:cs0,120,28364
kworker/u96:3,120,9368
surface-HDMI-A-,120,26191
cosmic-com:cs0,120,27853
kworker/u96:3,120,4238
surface-HDMI-A-,120,40548
cosmic-com:cs0,120,24697
kworker/u96:3,120,4999
kworker/u96:3,120,2275
surface-HDMI-A-,120,28795
kworker/u96:3,120,2004
cosmic-com:cs0,120,23445
kworker/u96:3,120,7865
VizCompositorTh,120,14618
surface-HDMI-A-,120,31450
kworker/u96:3,120,1944
cosmic-com:cs0,120,24106
kworker/u96:3,120,5210
surface-HDMI-A-,120,32713
cosmic-com:cs0,120,22733
kworker/u96:3,120,5831
surface-HDMI-A-,120,28044
cosmic-com:cs0,120,26009
kworker/u96:3,120,9839
kworker/u96:3,120,1894
surface-HDMI-A-,120,23726
cosmic-com:cs0,120,38594
kworker/u96:3,120,8667
surface-HDMI-A-,120,44786
kworker/u96:3,120,2445
cosmic-com:cs0,120,45467
surface-HDMI-A-,120,30008
cosmic-com:cs0,120,26491
surface-HDMI-A-,120,32872
cosmic-com:cs0,120,27653
surface-HDMI-A-,120,22904
kworker/u96:3,120,5150
cosmic-com:cs0,120,21792
kworker/u96:3,120,7274
surface-HDMI-A-,120,80534
kworker/u97:0,120,16591
kworker/u96:3,120,4899
kworker/u96:3,120,5270
surface-HDMI-A-,120,2745
cosmic-comp,120,71938
surface-eDP-1,120,6212
kworker/u96:3,120,4609
kworker/u96:3,120,1803
kworker/u97:0,120,150238
kworker/u98:2,120,9067
cosmic-comp,120,43674
surface-HDMI-A-,120,12033
surface-eDP-1,120,10330
surface-eDP-1,120,40968
surface-eDP-1,120,218538
cosmic-com:cs0,120,38163
surface-eDP-1,120,20459
kworker/u96:3,120,27973
cosmic-com:cs0,120,25499
kworker/u96:3,120,5090
surface-eDP-1,120,25268
cosmic-com:cs0,120,27263
kworker/u96:3,120,3547
surface-eDP-1,120,25329
cosmic-com:cs0,120,22463
surface-eDP-1,120,24607
kworker/u96:3,120,10279
cosmic-com:cs0,120,24196
kworker/u96:3,120,6062
surface-eDP-1,120,18606
kworker/u96:3,120,6292
cosmic-com:cs0,120,22804
kworker/u96:3,120,7835
surface-eDP-1,120,24768
cosmic-com:cs0,120,36500
kworker/u96:3,120,5710
kworker/u96:3,120,1954
surface-eDP-1,120,17002
cosmic-com:cs0,120,27623
kworker/u96:3,120,13626
surface-eDP-1,120,27382
cosmic-com:cs0,120,91505
kworker/u96:3,120,3266
surface-eDP-1,120,31219
cosmic-com:cs0,120,34265
surface-eDP-1,120,19698
cosmic-com:cs0,120,26180
kworker/u96:3,120,11302
surface-eDP-1,120,19558
cosmic-com:cs0,120,32211
surface-eDP-1,120,27072
cosmic-com:cs0,120,29165
kworker/u96:3,120,11842
kworker/u96:3,120,12063
surface-eDP-1,120,130059
cosmic-com:cs0,120,30970
kworker/u96:3,120,10289
kworker/u96:3,120,2505
surface-eDP-1,120,80474
kworker/u97:17,120,84762
surface-eDP-1,120,4949
cosmic-comp,120,41008
surface-HDMI-A-,120,13486
kworker/u96:3,120,3377
kworker/u97:17,120,126463
cosmic-panel,120,1326890
kworker/u96:3,120,9478
cosmic-pan:cs0,120,74061
kworker/u96:3,120,1943
cosmic-panel,120,111554
cosmic-pan:cs0,120,40929
kworker/u96:3,120,13376
cosmic-panel,120,16742
cosmic-p:gdrv0,120,11221
cosmic-panel,120,34586
kworker/u96:3,120,1824
surface-HDMI-A-,120,4048
surface-eDP-1,120,6071
surface-eDP-1,120,2495
cosmic-comp,120,109500
surface-HDMI-A-,120,10971
kworker/u97:17,120,16000
cosmic-comp,120,24617
surface-HDMI-A-,120,11772
surface-eDP-1,120,33655
surface-eDP-1,120,251531
cosmic-com:cs0,120,45838
kworker/u96:3,120,21140
surface-eDP-1,120,36310
cosmic-com:cs0,120,49736
kworker/u96:3,120,18565
surface-eDP-1,120,47130
kworker/u96:3,120,4348
kworker/u96:3,120,3186
cosmic-com:cs0,120,46419
kworker/u96:3,120,8046
surface-eDP-1,120,40017
kworker/u96:3,120,2515
kworker/u96:3,120,5270
cosmic-com:cs0,120,45327
surface-eDP-1,120,25108
kworker/u96:3,120,11392
cosmic-com:cs0,120,42211
surface-eDP-1,120,20630
kworker/u96:3,120,1974
cosmic-com:cs0,120,28164
surface-eDP-1,120,28334
kworker/u96:3,120,8196
cosmic-com:cs0,120,28845
kworker/u96:3,120,5501
surface-eDP-1,120,24798
kworker/u96:3,120,1834
cosmic-com:cs0,120,33123
kworker/u96:3,120,6302
surface-eDP-1,120,26992
kworker/u96:3,120,1874
cosmic-com:cs0,120,37172
WebRTC_W_and_N,120,67189
surface-eDP-1,120,25820
cosmic-com:cs0,120,32612
surface-eDP-1,120,37512
cosmic-com:cs0,120,30028
surface-eDP-1,120,29787
cosmic-com:cs0,120,26631
kworker/u96:3,120,11883
surface-eDP-1,120,19126
cosmic-com:cs0,120,25659
surface-eDP-1,120,63181
cosmic-com:cs0,120,29807
kworker/u96:3,120,11392
surface-eDP-1,120,41380
kworker/u97:17,120,24496
kworker/u96:3,120,12393
kworker/u96:3,120,2635
kworker/u96:3,120,4619
kworker/u97:17,120,125160
kworker/u97:0,120,8857
cosmic-comp,120,18957
surface-eDP-1,120,9438
cosmic-comp,120,7054
cosmic-comp,120,10289
cosmic-comp,120,32522
cosmic-comp,120,37051
cosmic-comp,120,24457
surface-eDP-1,120,10139
alacritty,120,31491
smithay-clipboa,120,60225
alacritty,120,27031
surface-HDMI-A-,120,368355
cosmic-com:cs0,120,49815
kworker/u96:3,120,21752
VizCompositorTh,120,16903
surface-HDMI-A-,120,42922
cosmic-com:cs0,120,46269
kworker/u96:3,120,13496
chromium,120,340412
kworker/u96:3,120,3066
surface-HDMI-A-,120,43984
surface-eDP-1,120,9138
cosmic-com:cs0,120,52841
kworker/u96:3,120,10350
surface-eDP-1,120,3918
surface-eDP-1,120,3647
cosmic-comp,120,185635
surface-HDMI-A-,120,37141
cosmic-com:cs0,120,43353
kworker/u96:3,120,12124
chromium,120,50577
surface-HDMI-A-,120,35778
cosmic-com:cs0,120,30829
kworker/u96:3,120,7424
surface-HDMI-A-,120,33574
kworker/u97:17,120,11752
cosmic-com:cs0,120,33564
kworker/u96:3,120,9077
cosmic-comp,120,19628
surface-eDP-1,120,17874
surface-HDMI-A-,120,25218
cosmic-com:cs0,120,32362
kworker/u96:3,120,11842
surface-HDMI-A-,120,22242
kworker/u96:3,120,2595
cosmic-com:cs0,120,30959
kworker/u96:3,120,5130
surface-HDMI-A-,120,40287
kworker/u96:3,120,2655
cosmic-com:cs0,120,41089
surface-HDMI-A-,120,39215
cosmic-com:cs0,120,33945
surface-HDMI-A-,120,21100
cosmic-com:cs0,120,28244
kworker/u96:3,120,7204
surface-HDMI-A-,120,22122
kworker/u96:3,120,5681
cosmic-com:cs0,120,31230
surface-HDMI-A-,120,32713
surface-HDMI-A-,120,9278
kworker/u96:3,120,5871
kworker/u96:3,120,6182
kworker/u97:17,120,20559
surface-HDMI-A-,120,93970
kworker/u96:3,120,2144
kworker/u96:3,120,2134
surface-HDMI-A-,120,3497
cosmic-comp,120,106985
surface-eDP-1,120,315544
cosmic-com:cs0,120,28184
kworker/u96:3,120,7264
surface-eDP-1,120,20820
chromium,120,163823
kworker/u97:17,120,154296
kworker/u96:3,120,6192
cosmic-com:cs0,120,81857
surface-eDP-1,120,24867
Chrome_ChildIOT,120,172851
cosmic-com:cs0,120,35348
kworker/u96:3,120,7905
kworker/u96:3,120,4348
surface-eDP-1,120,17142
kworker/u96:3,120,1943
cosmic-com:cs0,120,24507
kworker/u96:3,120,4989
surface-eDP-1,120,17633
kworker/u96:3,120,1853
cosmic-com:cs0,120,23756
kworker/u96:3,120,4879
surface-eDP-1,120,23424
cosmic-com:cs0,120,25840
kworker/u96:3,120,5440
surface-eDP-1,120,23134
chromium,120,207668
cosmic-com:cs0,120,26150
kworker/u96:3,120,5741
kworker/u96:3,120,1863
surface-eDP-1,120,18084
VizCompositorTh,120,93629
kworker/u96:3,120,20490
VizCompositorTh,120,18606
surface-eDP-1,120,33865
cosmic-com:cs0,120,79543
kworker/u96:3,120,2715
cosmic-com:cs0,120,32002
surface-eDP-1,120,26401
cosmic-com:cs0,120,32742
surface-eDP-1,120,24217
Compositor,120,164114
cosmic-com:cs0,120,23295
surface-eDP-1,120,17513
kworker/u96:3,120,9338
cosmic-com:cs0,120,21080
surface-eDP-1,120,26260
cosmic-com:cs0,120,26200
kworker/u96:3,120,8937
surface-eDP-1,120,52451
cosmic-com:cs0,120,29397
surface-eDP-1,120,59534
kworker/u97:0,120,14458
kworker/u96:3,120,9388
kworker/u96:3,120,4679
kworker/u96:3,120,3326
Compositor,120,947895
kworker/u97:0,120,100201
Chrome_ChildIOT,120,116984
VizCompositorTh,120,1226780
Chrome_ChildIOT,120,108849
Chrome_ChildIOT,120,71988
Chrome_ChildIOT,120,67229
Compositor,120,257984
VizCompositorTh,120,144677
Compositor,120,25940
ThreadPoolForeg,120,95593
chromium,120,779422
Chrome_ChildIOT,120,21391
Chrome_ChildIOT,120,31981
chromium:cs0,120,143805
kworker/u96:3,120,24958
Chrome_IOThread,120,174805
Chrome_ChildIOT,120,21862
Chrome_ChildIOT,120,23726
kworker/u96:3,120,1863
chromium,120,160147
surface-eDP-1,120,6141
surface-HDMI-A-,120,9398
surface-eDP-1,120,2535
surface-HDMI-A-,120,3487
cosmic-comp,120,125871
cosmic-panel,120,245741
kworker/u96:3,120,28425
Chrome_ChildIOT,120,15880
Chrome_ChildIOT,120,9228
kworker/u96:3,120,6021
chromium,120,1205108
chromium:cs0,120,42651
kworker/u96:3,120,13196
kworker/u96:3,120,1914
Chrome_ChildIOT,120,10741
Chrome_ChildIOT,120,7153
chromium,120,447818
chromium:gl0,120,267953
chromium,120,60516
Chrome_ChildIOT,120,10821
Chrome_ChildIOT,120,8717
chromium:gdrv0,120,107425
chromium:gdrv0,120,21912
chromium:gdrv0,120,10380
chromium:gdrv0,120,10109
chromium,120,324551
kworker/u96:3,120,25639
chromium:gl0,120,387171
Chrome_ChildIOT,120,12223
Chrome_ChildIOT,120,7936
chromium,120,30809
kworker/u96:3,120,2365
kworker/u96:3,120,25419
chromium:gdrv0,120,421597
kworker/u96:3,120,2115
Chrome_ChildIOT,120,12324
chromium:gdrv0,120,17063
chromium,120,165167
Chrome_ChildIOT,120,14538
chromium:gdrv0,120,10561
chromium:gdrv0,120,29737
chromium:gdrv0,120,20209
chromium:cs0,120,103178
kworker/u96:3,120,30539
chromium:gdrv0,120,10580
chromium,120,376952
chromium:gdrv0,120,16341
Chrome_ChildIOT,120,16942
chromium:gdrv0,120,10099
Chrome_ChildIOT,120,8216
chromium:gl0,120,643552
chromium:gdrv0,120,22673
chromium:gl0,120,116754
kworker/u97:0,120,10650
chromium:gl0,120,39346
chromium:gdrv0,120,20670
surface-HDMI-A-,120,9848
cosmic-comp,120,134086
surface-eDP-1,120,66948
chromium:gdrv0,120,2745
chromium:gl0,120,132684
kworker/u96:3,120,8727
chromium:gdrv0,120,12875
chromium:gdrv0,120,10430
Chrome_ChildIOT,120,19457
chromium,120,490619
Chrome_ChildIOT,120,14558
chromium:gdrv0,120,10490
chromium:gdrv0,120,10070
chromium,120,160137
chromium:gl0,120,295286
chromium,120,44085
chromium:gdrv0,120,15630
surface-eDP-1,120,326154
chromium:gdrv0,120,12564
cosmic-com:cs0,120,53032
kworker/u96:3,120,26059
surface-eDP-1,120,36520
chromium:gdrv0,120,22684
chromium:cs0,120,26822
cosmic-com:cs0,120,38544
Chrome_ChildIOT,120,17203
kworker/u96:3,120,10270
chromium,120,266269
Chrome_ChildIOT,120,25980
kworker/u96:3,120,5891
chromium:gdrv0,120,11482
surface-eDP-1,120,58111
kworker/u96:3,120,1422
cosmic-com:cs0,120,31681
kworker/u96:3,120,4599
surface-eDP-1,120,31811
chromium:gdrv0,120,13977
kworker/u96:3,120,1353
cosmic-com:cs0,120,30338
surface-eDP-1,120,30128
cosmic-com:cs0,120,23325
chromium:gdrv0,120,10270
surface-eDP-1,120,30789
cosmic-com:cs0,120,23185
chromium,120,267853
surface-eDP-1,120,35708
chromium:gdrv0,120,11803
cosmic-com:cs0,120,22092
surface-eDP-1,120,23294
cosmic-com:cs0,120,20539
chromium:gl0,120,601051
chromium:gdrv0,120,13746
surface-eDP-1,120,27603
chromium:gl0,120,17493
cosmic-com:cs0,120,24397
kworker/u96:3,120,8557
chromium:cs0,120,36029
surface-eDP-1,120,32202
cosmic-com:cs0,120,32823
surface-eDP-1,120,19938
Chrome_ChildIOT,120,8015
Chrome_ChildIOT,120,23966
kworker/u96:3,120,10710
cosmic-com:cs0,120,24397
kworker/u96:3,120,5050
surface-eDP-1,120,39997
kworker/u96:3,120,6553
cosmic-com:cs0,120,32923
kworker/u96:3,120,5681
chromium:gdrv0,120,27793
surface-eDP-1,120,38845
cosmic-com:cs0,120,29556
surface-eDP-1,120,40678
cosmic-com:cs0,120,28184
chromium:gdrv0,120,10430
surface-eDP-1,120,31861
cosmic-com:cs0,120,25670
kworker/u96:3,120,8747
chromium:gdrv0,120,12825
surface-eDP-1,120,103037
cosmic-com:cs0,120,33474
kworker/u96:3,120,4819
kworker/u96:3,120,5040
chromium:gdrv0,120,16983
Chrome_ChildIOT,120,12604
surface-eDP-1,120,81706
chromium,120,623173
Chrome_ChildIOT,120,25849
kworker/u97:0,120,24257
kworker/u96:3,120,8988
chromium:gdrv0,120,16471
chromium,120,80875
kworker/u96:3,120,11232
chromium:gdrv0,120,14978
kworker/u96:3,120,5811
chromium:gl0,120,714969
chromium,120,66287
chromium:gdrv0,120,27874
Chrome_ChildIOT,120,13786
chromium,120,215172
Chrome_ChildIOT,120,25108
chromium:gdrv0,120,23946
chromium,120,70815
chromium:gl0,120,252293
kworker/u96:3,120,2394
chromium:gdrv0,120,63462
kworker/u97:0,120,102777
chromium:gdrv0,120,26661
Chrome_ChildIOT,120,11342
chromium,120,360279
kworker/u96:3,120,2044
Chrome_ChildIOT,120,13836
chromium,120,40537
chromium:gdrv0,120,26872
chromium:gdrv0,120,22984
chromium:gdrv0,120,68512
chromium,120,139307
chromium:cs0,120,41951
chromium:gl0,120,666156
chromium:gdrv0,120,37251
chromium,120,29646
kworker/4:0,120,12464
chromium:gdrv0,120,16561
chromium:cs0,120,65937
kworker/u96:3,120,8987
Chrome_ChildIOT,120,12995
Chrome_ChildIOT,120,8185
chromium:gdrv0,120,25929
chromium,120,185465
chromium,120,19527
chromium:gdrv0,120,22393
chromium,120,18425
chromium,120,18225
chromium,120,18375
chromium:gdrv0,120,40318
chromium,120,20429
kworker/u96:3,120,5851
chromium:gdrv0,120,27833
chromium:cs0,120,83660
chromium:gdrv0,120,22222
Chrome_ChildIOT,120,10530
Chrome_ChildIOT,120,7565
kworker/u96:3,120,2044
chromium:gdrv0,120,24718
chromium:gl0,120,696403
chromium:gdrv0,120,24637
chromium,120,198460
chromium,120,29366
chromium,120,18465
chromium:gdrv0,120,22894
chromium,120,18445
chromium,120,18215
Chrome_ChildIOT,120,11903
Chrome_ChildIOT,120,8957
chromium:gdrv0,120,22543
chromium,120,18456
chromium,120,18214
chromium,120,13856
chromium:gdrv0,120,22263
chromium:gdrv0,120,24597
chromium:gdrv0,120,22072
chromium:gl0,120,706463
chromium:gdrv0,120,20509
Chrome_ChildIOT,120,10490
Chrome_ChildIOT,120,7394
chromium:gdrv0,120,23735
chromium,120,202608
chromium,120,18616
chromium:gdrv0,120,32562
chromium,120,18225
chromium:cs0,120,31340
chromium,120,22483
kworker/u96:3,120,22603
chromium:gdrv0,120,22363
chromium,120,18706
chromium,120,20850
chromium,120,9108
chromium:gdrv0,120,29036
chromium:gdrv0,120,25078
chromium:gdrv0,120,22664
kworker/u96:3,120,1893
chromium:gl0,120,708196
chromium,120,8867
chromium:gdrv0,120,20990
chromium:cs0,120,27853
kworker/u96:3,120,19818
chromium:gdrv0,120,25779
chromium:gdrv0,120,22784
chromium,120,218989
kworker/u96:3,120,1894
chromium,120,21561
chromium:gdrv0,120,24817
chromium,120,18616
chromium,120,18405
chromium,120,9147
chromium:gdrv0,120,23004
Chrome_IOThread,120,131081
chromium:gdrv0,120,22684
Chrome_ChildIOT,120,9729
chromium,120,107375
Chrome_ChildIOT,120,12664
chromium:gdrv0,120,23094
Compositor,120,199983
Chrome_ChildIOT,120,17313
chromium,120,11014700
Compositor,120,13887
Chrome_ChildIOT,120,20720
ThreadPoolForeg,120,51348
ThreadPoolForeg,120,2294
chromium:gl0,120,546166
chromium,120,8366
chromium:gdrv0,120,21491
chromium:gdrv0,120,23906
Chrome_IOThread,120,167190
chromium,120,178491
chromium:gdrv0,120,22883
ThreadPoolForeg,120,93288
ThreadPoolForeg,120,1673
Chrome_ChildIOT,120,32382
Chrome_ChildIOT,120,27683
chromium:gdrv0,120,22714
Chrome_IOThread,120,47080
Chrome_ChildIOT,120,12574
Chrome_ChildIOT,120,10080
chromium:gdrv0,120,22604
chromium:gl0,120,342967
ThreadPoolForeg,120,86696
ThreadPoolForeg,120,1753
chromium:gdrv0,120,23575
chromium,120,172720
chromium:gdrv0,120,31430
chromium:cs0,120,30398
kworker/u96:3,120,22323
chromium:gdrv0,120,23264
chromium:gl0,120,280638
kworker/u97:0,120,10530
chromium:gdrv0,120,23465
cosmic-comp,120,26531
surface-HDMI-A-,120,7734
surface-eDP-1,120,32322
chromium:gdrv0,120,22693
Chrome_IOThread,120,546747
chromium,120,237364
Chrome_ChildIOT,120,14628
kworker/u96:3,120,1924
Chrome_ChildIOT,120,13656
chromium:gdrv0,120,27593
ThreadPoolForeg,120,70986
chromium,120,16131
chromium:cs0,120,31220
chromium:gl0,120,307088
kworker/u96:3,120,23185
chromium:gdrv0,120,17844
Compositor,120,66116
chromium:gdrv0,120,23224
kworker/u96:3,120,1913
chromium,120,209792
chromium:gdrv0,120,22783
chromium:gdrv0,120,22763
chromium:gl0,120,304603
chromium:gdrv0,120,17253
surface-eDP-1,120,256912
cosmic-com:cs0,120,26912
kworker/u96:3,120,22192
surface-eDP-1,120,25429
cosmic-com:cs0,120,20189
kworker/u96:3,120,8797
surface-eDP-1,120,22262
chromium:gdrv0,120,23515
kworker/u96:3,120,2044
cosmic-com:cs0,120,23284
kworker/u96:3,120,3797
kworker/u96:3,120,1953
surface-eDP-1,120,19046
kworker/u96:3,120,1843
chromium,120,203660
cosmic-com:cs0,120,19157
kworker/u96:3,120,4810
chromium:gdrv0,120,22704
surface-eDP-1,120,21692
cosmic-com:cs0,120,18134
kworker/u96:3,120,5451
surface-eDP-1,120,19697
kworker/u96:3,120,1873
cosmic-com:cs0,120,18575
kworker/u96:3,120,4739
chromium:gdrv0,120,22834
surface-eDP-1,120,21171
kworker/u96:3,120,1994
cosmic-com:cs0,120,18095
kworker/u96:3,120,4840
chromium:gl0,120,303010
surface-eDP-1,120,19307
chromium:gdrv0,120,15360
cosmic-com:cs0,120,22813
kworker/u96:3,120,8556
surface-eDP-1,120,18345
kworker/u96:3,120,1824
cosmic-com:cs0,120,17564
kworker/u96:3,120,6693
surface-eDP-1,120,18526
cosmic-com:cs0,120,21592
kworker/u96:3,120,12283
surface-eDP-1,120,18806
kworker/u96:3,120,1853
kworker/u96:3,120,1864
cosmic-com:cs0,120,22443
kworker/u96:3,120,4789
surface-eDP-1,120,21381
chromium:gdrv0,120,25288
cosmic-com:cs0,120,20329
kworker/u96:3,120,9007
kworker/u96:3,120,3526
kworker/u96:3,120,3346
surface-eDP-1,120,34916
chromium,120,235842
chromium:gdrv0,120,24497
